hour;Node 1;Node 2;Node 3;Node 4;Node 5;Node 6;Node 7;Node 8;People
9:00:00;465;558.6959715;565.5576493;575.4236486;676.1441543;445.7043109;609.1912553;546.8427812;27
9:01:00;460.625;556.9181937;560.5576493;568.8343629;640.5885987;454.6805014;617.7626839;552.8427812;27
9:02:00;460.5714286;550.5848603;554.4187604;563.5486486;618.6441543;449.5376443;610.5960172;554.5570669;27
9:03:00;457;564.4598603;555.5437604;561.7486486;648.8441543;444.9376443;596.4293506;558.6761145;27
9:04:00;454.25;560.7848603;564.9544747;578.8486486;633.1441543;443.5376443;604.0960172;567.0094479;27
9:05:00;455.7;559.4737492;561.5687604;582.2153153;620.4774876;445.8709776;629.2626839;579.0094479;27
9:06:00;457;562.5848603;567.2937604;584.7986486;608.0191543;447.2043109;630.7626839;580.5094479;27
9:07:00;456.5454545;567.1848603;562.6687604;584.7708709;614.3663765;447.3947871;621.5960172;583.1761145;27
9:08:00;455.3;564.8848603;564.2937604;580.4236486;630.4441543;444.2043109;626.7626839;587.4427812;27
9:09:00;454.5555556;562.5848603;563.0020937;581.1736486;622.8441543;443.5376443;635.9626839;591.6999241;27
9:10:00;456.25;562.251527;557.4465382;589.6597598;616.0330432;443.5376443;624.4293506;593.8427812;27
9:11:00;456.7777778;566.6848603;550.8909826;583.9236486;607.5191543;442.5376443;618.2626839;593.3427812;27
9:12:00;456.7777778;563.8070826;544.1687604;577.9930931;597.5885987;442.5376443;610.7626839;591.0094479;27
9:13:00;459.2;556.8348603;540.6687604;568.7708709;585.6441543;442.5376443;593.5126839;596.8427812;27
9:14:00;459.6666667;551.1848603;531.4187604;561.0486486;584.4441543;442.5376443;580.7626839;595.4142098;27
9:15:00;457.5833333;544.8848603;533.9187604;556.1486486;612.7441543;442.5376443;582.0960172;592.8427812;27
9:16:00;454.4444444;538.4848603;536.0687604;549.7486486;603.2441543;442.0931998;583.2071283;586.2713526;27
9:17:00;451.1818182;533.7098603;528.9187604;542.2153153;596.2552654;441.5376443;579.7626839;578.6761145;27
9:18:00;451.3333333;528.251527;523.2687604;536.9236486;587.0330432;441.5376443;571.5960172;574.8427812;27
9:19:00;446.5555556;531.0293048;520.2243159;531.5486486;579.4441543;441.5376443;557.2626839;572.6761145;27
9:20:00;442.2727273;535.0848603;518.5576493;531.5486486;573.8441543;441.5376443;552.5960172;569.0094479;27
9:21:00;439.4444444;533.9181937;515.9687604;532.9486486;567.3941543;441.0376443;545.9626839;565.8427812;27
9:22:00;439;533.3848603;515.7687604;530.7708709;562.6441543;440.9126443;551.5960172;564.0094479;27
9:23:00;439;531.2848603;512.7937604;529.9486486;558.2691543;441.1090728;564.0960172;564.0094479;27
9:24:00;439;530.6959715;511.1132048;526.7708709;553.1441543;440.5376443;565.1912553;563.8427812;27
9:25:00;439;529.1848603;511.7798715;523.5486486;545.6441543;440.5376443;557.3626839;562.9856383;27
9:26:00;439;528.6848603;511.9187604;522.1736486;540.1441543;440.5376443;545.2626839;559.3427812;27
9:27:00;439;527.9181937;512.8909826;518.1042042;535.2552654;440.5376443;552.905541;552.2713526;27
9:28:00;439;526.6848603;511.7687604;513.9236486;528.5191543;440.5376443;553.1912553;544.9856383;27
9:29:00;439;524.5848603;510.335427;510.5486486;521.871427;440.5376443;538.7626839;541.4677812;27
9:30:00;439;521.1404159;511.8687604;505.3264264;516.3941543;440.5376443;530.4293506;539.8427812;27
9:31:00;439;517.4848603;510.3830461;499.3264264;513.0441543;440.5376443;528.5960172;544.8427812;27
9:32:00;439;512.3848603;535.0687604;495.9486486;510.5986997;440.5376443;526.1626839;548.1761145;27
9:33:00;439;511.1404159;532.7798715;493.9930931;513.3663765;440.5376443;519.3341125;544.1284955;27
9:34:00;439;511.0293048;528.0687604;489.9772201;521.2691543;440.5376443;514.0483982;544.5094479;27
9:35:00;439;509.0293048;524.5687604;487.6486486;558.4774876;440.5376443;517.0960172;546.6761145;27
9:36:00;439;505.5848603;521.1132048;486.1486486;554.5077906;440.5376443;526.9293506;548.8427812;27
9:37:00;439;505.6848603;521.1687604;487.3668305;553.6441543;440.5376443;520.2626839;549.8427812;27
9:38:00;439;509.9598603;516.8909826;490.1736486;557.6441543;440.5376443;521.5960172;550.3427812;27
9:39:00;439;515.251527;515.6687604;490.7708709;554.1441543;440.5376443;530.2626839;552.1761145;27
9:40:00;439;516.3848603;513.4687604;492.6736486;554.8441543;440.5376443;516.0960172;553.8427812;27
9:41:00;439;514.8705746;512.2937604;494.4057915;552.4774876;440.9376443;516.2626839;556.6761145;27
9:42:00;439;511.6959715;511.2243159;497.4236486;546.6441543;440.7043109;514.9293506;559.3427812;27
9:43:00;439;519.4848603;507.5576493;496.1736486;544.921932;441.5376443;517.4293506;561.6999241;27
9:44:00;439;518.8848603;502.335427;495.2986486;541.921932;441.5376443;519.905541;562.6427812;27
9:45:00;439;517.1848603;499.1687604;494.1042042;543.5885987;441.3709776;509.3876839;563.3427812;27
9:46:00;438.6666667;507.4737492;496.5576493;492.6915058;539.7691543;440.5376443;507.4293506;561.3427812;27
9:47:00;438;502.0293048;493.9187604;491.3486486;534.3259724;440.5376443;504.0960172;563.6761145;27
9:48:00;438;499.6959715;490.2687604;489.0486486;530.5441543;440.5376443;501.1912553;561.5570669;27
9:49:00;438;500.5848603;487.5687604;486.5486486;525.2552654;440.5376443;512.1912553;558.1284955;27
9:50:00;438;497.5848603;485.0020937;486.9930931;524.3663765;440.5376443;524.0483982;556.0094479;27
9:51:00;438;494.4848603;485.0687604;487.4375375;523.921932;440.5376443;528.2626839;551.6761145;27
9:52:00;438;492.4939513;482.0687604;486.0941032;523.3441543;440.3709776;517.5960172;550.3427812;27
9:53:00;438;490.7848603;474.0323967;483.9772201;521.3663765;439.8233586;507.6198268;550.6999241;27
9:54:00;438;491.4848603;466.4465382;481.5486486;519.8941543;440.3709776;505.5960172;551.4142098;27
9:55:00;437.3;490.2098603;464.8687604;478.3264264;522.1441543;440.5376443;509.4293506;548.3427812;27
9:56:00;437;488.2848603;462.4687604;475.5486486;525.2350634;439.6805014;512.9849061;547.0650034;27
9:57:00;437.2;488.4030422;458.8909826;479.5486486;528.8941543;439.5376443;522.0483982;544.8427812;27
9:58:00;437.1818182;485.6757694;455.8687604;478.2153153;530.7441543;439.5376443;513.4769696;548.8427812;27
9:59:00;437;487.6681937;454.3687604;474.4486486;531.0330432;439.5376443;503.2626839;554.8427812;27
10:00:00;437;488.751527;454.7937604;472.9486486;534.7805179;439.5376443;496.6198268;558.6761145;27
10:01:00;437;488.4181937;460.1687604;475.6597598;538.2350634;439.5376443;496.4293506;555.8427812;27
10:02:00;437;487.1303149;465.2937604;475.9486486;540.5885987;439.5376443;491.905541;554.3427812;27
10:03:00;437;487.8848603;466.4187604;474.7986486;544.0191543;439.5376443;485.9293506;553.3427812;27
10:04:00;437;490.4030422;463.5687604;471.7986486;543.3259724;439.5376443;483.2626839;555.8427812;27
10:05:00;437;492.8348603;465.4187604;471.3486486;539.2552654;439.5376443;488.9293506;558.1761145;27
10:06:00;437;494.0293048;468.5437604;468.881982;539.9774876;439.5376443;483.7626839;555.9856383;27
10:07:00;437;494.0293048;468.7937604;468.9486486;543.1441543;439.5376443;488.0126839;548.1284955;27
10:08:00;437;492.8848603;466.7596695;470.5486486;542.0532452;439.5376443;497.1912553;543.8427812;27
10:09:00;437;495.7848603;464.4869422;466.3264264;541.8441543;439.6805014;500.905541;542.4677812;27
10:10:00;437;499.9848603;463.4869422;461.8486486;539.5191543;440.5376443;503.2626839;538.6999241;26
10:11:00;437;499.1404159;459.8687604;465.5486486;532.6997098;439.8709776;488.2626839;536.5094479;26
10:12:00;437;496.3626381;458.8687604;472.7986486;527.0441543;439.5376443;483.5960172;536.1761145;26
10:13:00;437;494.1681937;456.9687604;473.6486486;526.2870114;439.5376443;478.3341125;534.2713526;26
10:14:00;437;490.4737492;458.5437604;471.2486486;525.2552654;439.5376443;477.7626839;535.4427812;26
10:15:00;437;489.5848603;459.5576493;467.9930931;523.0012971;439.5376443;483.9293506;533.5094479;26
10:16:00;437;489.8848603;462.7596695;465.6736486;517.5885987;439.5376443;483.0483982;529.6761145;26
10:17:00;436.4285714;485.8575876;461.8687604;465.1850123;513.2552654;439.5376443;484.7626839;522.8427812;26
10:18:00;436.4;482.1848603;458.8505786;464.3486486;513.4441543;439.5376443;471.5960172;522.9856383;26
10:19:00;436.3333333;478.5848603;459.6687604;465.3264264;513.7691543;439.5376443;471.7626839;527.6761145;26
10:20:00;436;478.3626381;466.0437604;464.881982;516.8108209;439.5376443;475.905541;532.6761145;26
10:21:00;436;481.1404159;471.3687604;461.9772201;518.3663765;439.5376443;485.2626839;534.8427812;26
10:22:00;437.2;478.4030422;473.7798715;460.6486486;518.1441543;439.5376443;496.2626839;538.3427812;26
10:23:00;437;478.6959715;472.0437604;461.6486486;518.85844;439.5376443;497.9293506;538.3427812;26
10:24:00;437;477.5848603;469.7798715;464.3486486;520.1441543;439.5376443;493.9293506;540.4142098;26
10:25:00;437;477.4737492;471.2243159;466.0486486;521.0330432;439.5376443;494.5960172;542.0094479;26
10:26:00;437;476.7098603;476.3687604;467.881982;519.7155828;439.5376443;497.4769696;545.5094479;26
10:27:00;437;479.251527;481.0437604;467.2629344;520.3663765;439.5376443;494.4293506;549.8427812;26
10:28:00;437;480.2848603;480.8909826;469.2629344;520.7441543;440.0376443;502.2626839;550.8427812;26
10:29:00;437;479.0293048;481.5437604;471.4375375;523.7691543;439.5376443;506.4293506;551.9856383;26
10:30:00;437;480.4737492;476.4465382;473.1486486;525.3941543;439.5376443;511.3341125;549.5094479;26
10:31:00;437;481.8705746;475.8687604;469.9236486;525.6997098;439.5376443;504.0483982;552.1761145;26
10:32:00;437;481.8848603;472.9687604;468.7986486;525.0012971;439.5376443;504.2626839;551.8427812;26
10:33:00;437;484.7848603;468.7798715;464.5486486;524.1441543;439.5376443;494.9293506;550.8427812;26
10:34:00;437;484.9598603;467.7687604;464.2153153;523.0441543;439.5376443;495.9293506;548.0094479;26
10:35:00;437;483.3626381;463.4687604;466.7708709;521.5191543;439.5376443;502.9293506;544.4142098;26
10:36:00;437;484.3848603;461.0020937;467.6736486;518.1441543;439.5376443;498.5960172;545.1761145;26
10:37:00;437;485.2848603;458.8909826;466.4375375;516.0441543;439.5376443;510.2626839;545.8427812;26
10:38:00;437;483.5848603;460.9187604;463.6736486;513.2691543;439.5376443;507.7626839;545.4427812;26
10:39:00;437;483.8848603;459.7687604;464.0486486;510.6997098;439.5376443;508.3341125;545.0094479;26
10:40:00;437;482.7666785;458.4687604;466.9236486;505.85844;439.5376443;507.4769696;547.0094479;26
10:41:00;437;481.3626381;459.5778513;469.7986486;503.4441543;439.5376443;499.7626839;546.6761145;25
10:42:00;437;482.8348603;458.3830461;468.1486486;498.6997098;439.3947871;489.1912553;547.1761145;24
10:43:00;437;487.4848603;456.0973318;467.9930931;495.9441543;439.3709776;493.1912553;549.8427812;24
10:44:00;437;491.3626381;455.8909826;466.3486486;495.4774876;439.5376443;503.5960172;554.8427812;23
10:45:00;437;490.3626381;454.8909826;466.1736486;494.4774876;439.5376443;504.7626839;555.0094479;23
10:46:00;437;492.5848603;453.7798715;466.6395577;535.5885987;439.5376443;502.7626839;556.5094479;23
10:47:00;437;493.5848603;452.5576493;468.3264264;540.3663765;439.5376443;503.5960172;557.3427812;23
10:48:00;437;495.251527;450.4687604;468.9486486;539.5077906;439.5376443;498.0960172;555.3427812;23
10:49:00;437;495.0848603;450.9687604;464.8343629;542.4774876;439.5376443;504.3341125;551.1761145;22
10:50:00;437;494.8348603;454.6687604;466.881982;544.1441543;439.5376443;505.0960172;552.5570669;21
10:51:00;437;493.6848603;453.8909826;468.2153153;542.7441543;439.5376443;495.0960172;553.3427812;21
10:52:00;437;494.2098603;471.9414877;466.7986486;540.921932;439.5376443;499.0960172;546.8427812;21
10:53:00;437;497.5848603;483.7798715;471.1042042;540.5191543;439.5376443;509.7626839;544.0094479;19
10:54:00;437;503.3848603;481.6687604;472.4236486;539.8441543;439.5376443;505.5960172;546.5094479;19
10:55:00;437;502.6848603;477.4687604;471.4375375;535.9441543;439.5376443;497.3341125;543.0094479;19
10:56:00;437;505.2991461;477.0020937;467.3486486;537.4441543;439.5376443;497.7626839;541.1761145;19
10:57:00;437;506.5848603;477.8909826;468.3264264;534.1441543;439.5376443;496.4293506;542.6761145;19
10:58:00;437;507.0848603;473.9187604;467.3486486;528.6441543;439.1090728;498.5960172;542.3427812;19
10:59:00;437;505.9181937;472.335427;465.5486486;527.6441543;438.5376443;492.7626839;538.1284955;19
11:00:00;437;501.6959715;469.9687604;462.9486486;526.4774876;438.5376443;486.4769696;536.8427812;18
11:01:00;437;496.4848603;465.7798715;456.5486486;521.0441543;438.5376443;476.5960172;533.0094479;18
11:02:00;437;493.9598603;461.5778513;453.2486486;517.8441543;438.5376443;473.1912553;530.8427812;18
11:03:00;437;493.8348603;458.2243159;453.8486486;513.8108209;438.5376443;474.2626839;528.6427812;18
11:04:00;437;491.7098603;460.1233058;451.1850123;511.6997098;438.5376443;469.5960172;524.5094479;18
11:05:00;437;487.6959715;455.9187604;450.3264264;508.0012971;438.5376443;472.3626839;516.9677812;18
11:06:00;437;485.5848603;449.8687604;448.3486486;506.3663765;438.5376443;471.0960172;510.0094479;18
11:07:00;437;483.2991461;445.7798715;444.9486486;502.8108209;438.5376443;461.0960172;509.5094479;18
11:08:00;436.2;482.5848603;448.4687604;445.6486486;496.3941543;437.7043109;462.0960172;512.0094479;18
11:09:00;436.3;482.8848603;449.1687604;446.5486486;496.1441543;437.5376443;457.7626839;509.5570669;18
11:10:00;436.2857143;483.0848603;447.2243159;446.0486486;493.7691543;437.5376443;458.4769696;505.6761145;18
11:11:00;436;479.4737492;447.335427;444.3486486;491.6997098;437.5376443;457.7626839;502.8427812;18
11:12:00;436;475.4737492;446.4687604;443.0486486;489.6997098;437.5376443;461.2626839;503.8427812;18
11:13:00;436;471.9848603;445.2687604;440.8343629;485.1441543;437.5376443;458.9293506;506.4142098;18
11:14:00;436;470.7848603;447.335427;438.9236486;482.7155828;437.5376443;456.7626839;502.1761145;18
11:15:00;436;469.9181937;452.5576493;439.6597598;483.5986997;437.5376443;475.6198268;502.1761145;18
11:16:00;436;467.9598603;453.8909826;438.881982;483.4774876;437.5376443;471.4293506;495.5094479;18
11:17:00;436;465.1303149;449.8909826;438.5486486;481.0191543;437.5376443;461.5960172;496.5094479;17
11:18:00;436;464.8070826;448.8687604;441.9930931;486.5441543;437.5376443;466.7626839;501.3427812;17
11:19:00;435.8888889;464.5848603;446.5576493;443.4236486;488.8108209;437.5376443;474.6198268;503.0094479;17
11:20:00;435.375;466.5848603;444.6687604;443.1042042;492.3663765;437.5376443;467.2626839;500.3427812;17
11:21:00;435.25;470.0134318;440.335427;445.1042042;495.6997098;437.5376443;463.2626839;497.0094479;17
11:22:00;435.3333333;471.8070826;439.4465382;446.1736486;498.5191543;437.5376443;462.7626839;499.9856383;17
11:23:00;436;472.4848603;439.5576493;443.881982;499.7691543;437.5376443;463.9293506;503.4142098;16
11:24:00;436;474.0848603;437.6687604;444.6736486;499.0330432;437.5376443;468.0960172;503.5094479;16
11:25:00;436;478.251527;437.6687604;445.0486486;500.0191543;437.5376443;464.5960172;504.5570669;16
11:26:00;436;480.0848603;437.6687604;441.9486486;496.6441543;438.0376443;461.4293506;501.0094479;16
11:27:00;436;479.251527;437.6687604;439.0486486;492.4441543;438.5376443;454.5960172;501.6761145;16
11:28:00;436;479.0848603;439.5687604;438.2153153;490.1441543;438.25193;451.9293506;513.8427812;16
11:29:00;436;477.6757694;441.4465382;437.5486486;486.8441543;437.5376443;450.5960172;518.0094479;16
11:30:00;436;473.9848603;443.8116175;437.5486486;485.4774876;437.5376443;450.7626839;517.2713526;16
11:31:00;436;473.1404159;443.6687604;437.5486486;485.0441543;437.5376443;459.7626839;517.1761145;16
11:32:00;436;474.9598603;447.8909826;437.5486486;486.8108209;437.5376443;450.9293506;519.0094479;16
11:33:00;436;473.2098603;447.0020937;437.5486486;485.0012971;437.5376443;446.7626839;518.5570669;16
11:34:00;436;470.5848603;447.8116175;437.5486486;485.1441543;437.5376443;452.3341125;521.2713526;16
11:35:00;436;469.7098603;446.8909826;437.5486486;486.5727257;437.5376443;457.4769696;520.0094479;16
11:36:00;436;468.8070826;444.9544747;437.5486486;487.921932;437.5376443;455.6198268;524.1284955;16
11:37:00;436;468.5848603;445.3687604;437.5486486;488.0330432;438.3709776;454.7626839;523.2427812;16
11:38:00;436;468.3121331;448.0973318;437.5486486;486.85844;438.5376443;458.7626839;521.5094479;16
11:39:00;436;469.3348603;449.9187604;437.5486486;484.4774876;438.5376443;454.4293506;521.3427812;16
11:40:00;436;467.8848603;452.0687604;437.5486486;483.0191543;438.5376443;459.3626839;519.4142098;15
11:41:00;436;467.1404159;452.5576493;437.5486486;480.1441543;437.5376443;469.4769696;520.3427812;14
11:42:00;436;467.9181937;453.5687604;437.5486486;478.1441543;437.5376443;462.0960172;519.8427812;14
11:43:00;436;469.2848603;454.4687604;440.8486486;479.921932;437.5376443;458.7626839;524.1761145;14
11:44:00;436;469.4598603;454.1132048;445.4375375;476.6441543;437.5376443;450.9293506;526.3427812;11
11:45:00;436;470.3848603;453.335427;446.4486486;474.1441543;437.5376443;438.3341125;526.3427812;11
11:46:00;436;470.1848603;447.4687604;446.9772201;474.1441543;436.8709776;438.5960172;526.3427812;11
11:47:00;436;470.2991461;441.5576493;447.0486486;469.2691543;437.5376443;444.0483982;527.5570669;9
11:48:00;436;469.3626381;437.6687604;447.6597598;464.2870114;437.2043109;448.0960172;523.8427812;9
11:49:00;436;468.251527;437.6687604;448.0486486;463.3663765;437.5376443;448.905541;520.5094479;9
11:50:00;436;463.8070826;437.6687604;445.9930931;461.6441543;437.5376443;446.5960172;516.5094479;9
11:51:00;436;460.4939513;437.6687604;443.2153153;458.3441543;436.5376443;442.9293506;511.1761145;9
11:52:00;436;456.5848603;437.335427;440.4236486;452.5885987;436.5376443;442.9626839;504.2713526;7
11:53:00;436;453.7848603;436.6687604;437.6486486;451.4774876;436.5376443;434.7626839;501.0094479;6
11:54:00;436;454.2848603;436.6687604;437.5486486;448.4298686;436.5376443;435.7626839;497.5094479;6
11:55:00;436;451.1848603;436.6687604;437.5486486;446.8441543;436.5376443;433.7626839;494.4427812;6
11:56:00;436;451.251527;436.6687604;437.5486486;447.4441543;436.5376443;422.1912553;495.6999241;6
11:57:00;436;450.8575876;436.6687604;437.5486486;455.1441543;435.7043109;420.0960172;493.1761145;6
11:58:00;435.625;452.3626381;436.6687604;437.5486486;494.7691543;435.5376443;425.4293506;492.0094479;6
11:59:00;435;452.3626381;436.6687604;437.5486486;494.3941543;435.5376443;425.5960172;492.3427812;6
12:00:00;436;453.4598603;436.0437604;437.5486486;494.5885987;435.6626443;426.905541;491.5094479;5
12:01:00;436;451.0848603;436.0973318;437.5486486;494.3441543;436.5376443;431.9293506;488.5094479;5
12:02:00;436;449.0293048;436.6687604;437.5486486;493.5885987;436.5376443;441.9293506;487.5094479;5
12:03:00;436;445.5848603;436.6687604;437.5486486;494.4774876;436.5376443;439.7626839;485.3427812;5
12:04:00;436;443.251527;436.335427;436.7986486;492.1441543;436.5376443;428.4293506;484.8427812;5
12:05:00;436;440.7098603;435.6687604;436.5486486;491.8108209;435.8709776;419.7626839;483.6761145;4
12:06:00;436;436.5848603;435.6687604;436.5486486;492.8108209;436.5376443;419.0960172;479.5570669;4
12:07:00;435.875;435.9181937;435.6687604;436.5486486;491.4298686;435.8709776;416.0960172;477.5094479;4
12:08:00;435.4285714;435.9598603;435.6687604;436.5486486;490.3941543;435.7043109;407.7626839;477.6761145;4
12:09:00;435;435.7098603;436.0323967;436.5486486;487.3441543;435.5376443;406.3626839;477.9856383;4
12:10:00;435;433.8848603;435.6687604;436.5486486;482.1441543;435.5376443;409.6198268;475.8427812;4
12:11:00;435;433.5848603;435.6687604;436.5486486;481.2552654;435.5376443;402.0483982;473.5094479;4
12:12:00;435;433.5848603;435.6687604;436.5486486;481.2441543;435.5376443;399.7626839;472.8427812;3
12:13:00;435;433.5848603;435.6687604;436.5486486;477.3663765;435.5376443;404.4293506;466.6761145;2
12:14:00;435;433.5848603;435.6687604;436.5486486;472.2691543;435.5376443;404.9293506;467.5094479;2
12:15:00;435;433.5848603;435.6687604;436.5486486;469.8108209;435.5376443;411.9293506;462.6999241;1
12:16:00;435;433.5848603;435.5576493;436.5486486;467.4774876;435.5376443;404.7626839;458.3427812;0
12:17:00;435;433.5848603;435.5778513;436.5486486;470.4774876;435.5376443;398.0960172;454.6761145;0
12:18:00;435;433.5848603;435.5576493;436.5486486;469.0330432;435.5376443;395.4293506;447.1761145;0
12:19:00;435;433.5848603;434.6687604;436.5486486;460.921932;435.5376443;396.4293506;443.2713526;0